63	4027889.29978  306999.89803 4919503.22250
64	4027890.04225  307000.79762 4919503.81290
65	4027890.31930  307001.14557 4919502.19156
66	4027889.38027  307000.62150 4919502.25610
67	4027889.46033  307000.61124 4919503.73547
68	4027890.88564  307001.07944 4919504.44399
69	4027889.35077  307001.04770 4919502.21605
70	4027888.95472  307001.10716 4919501.59933
71	4027888.51375  307000.46618 4919502.11997
72	4027888.97895  307000.34312 4919502.47692
73	4027888.49374  307000.42674 4919501.05333
74	4027890.75493  307000.93798 4919504.21136
75	4027890.61703  307001.62366 4919501.94460
76	4027890.94096  307001.39829 4919503.33698
77	4027890.29690  307001.59141 4919499.45187
78	4027891.19871  307001.46792 4919501.39977
79	4027891.85263  307001.65101 4919502.49285
80	4027891.77283  307001.01694 4919503.18471
81	4027893.63753  307002.32128 4919510.73976
82	4027892.75599  307003.09477 4919507.98915
83	4027893.20424  307003.04871 4919509.55755
84	4027892.01081  307003.25776 4919507.74782
85	4027893.42947  307003.07475 4919508.75494
86	4027891.97676  307003.15306 4919508.25335
87	4027892.85419  307003.43065 4919508.08566
88	4027892.25089  307003.45504 4919506.80733
89	4027892.93192  307003.14287 4919507.62893
90	4027891.93966  307002.64869 4919506.35809
91	4027892.47580  307002.20437 4919508.33827
92	4027891.73496  307003.08902 4919507.32065
93	4027891.88906  307003.52397 4919506.38244
94	4027888.22503  307002.31915 4919504.86299
95	4027887.97330  307001.14074 4919506.84316
96	4027887.99524  307002.19970 4919505.94493
97	4027889.30978  307002.48001 4919506.86142
98	4027889.17628  307002.08367 4919507.14449
99	4027888.76540  306999.68383 4919506.35596
100	4027888.10671  306998.89025 4919507.33358
101	4027887.76952  306999.32245 4919506.09239
102	4027888.97587  306998.50052 4919508.44676
103	4027888.11558  306998.46999 4919507.31509
104	4027888.07484  306999.13559 4919506.13424
105	4027888.46890  306999.40949 4919506.55700
106	4027889.12016  306999.92597 4919507.72288
107	4027888.81237  306999.81826 4919505.63119
108	4027888.06314  306998.82400 4919505.01257
109	4027887.09131  306999.07688 4919506.85974
110	4027888.27176  306998.60022 4919506.87108
111	4027888.59831  306999.45728 4919507.92944
112	4027888.42200  306999.72679 4919507.68366
113	4027888.77000  306999.30059 4919506.30475
114	4027888.10029  306998.70201 4919506.26494
115	4027888.06999  306998.49783 4919507.01741
116	4027888.83314  306998.97759 4919506.46303
117	4027887.89991  307001.33970 4919501.01606
118	4027886.68989  307000.77794 4919501.01070
119	4027887.94724  307001.15772 4919501.46793
120	4027888.26918  307001.08032 4919502.57241
121	4027887.05591  307000.36859 4919500.22331
122	4027889.34197  307001.28763 4919506.43795
123	4027889.35289  307001.24444 4919506.04446
124	4027888.66102  307002.34777 4919504.65329
125	4027888.33919  307002.01822 4919505.54128
126	4027890.13833  307002.08952 4919504.31182
127	4027889.80384  307002.18284 4919505.24276
128	4027889.69785  307002.00109 4919505.43298
129	4027889.47978  307001.98709 4919504.36088
130	4027889.46766  307002.23785 4919503.97275
131	4027889.85799  307001.90720 4919503.70903
132	4027889.20743  307002.01626 4919504.48313
133	4027888.77109  307002.53643 4919503.39461
134	4027889.59605  307001.78359 4919503.79246
135	4027888.66062  307002.17774 4919503.43657
136	4027889.62994  307002.03672 4919504.11199
137	4027889.67147  307001.57526 4919504.05935
138	4027889.02963  307001.58747 4919504.55748
139	4027889.42844  307001.89913 4919504.35178
140	4027888.95679  307002.61531 4919503.19238
141	4027889.38277  307002.68429 4919503.89284
142	4027889.61436  307001.99342 4919504.46606
143	4027888.95383  307001.47762 4919503.31530
144	4027889.04533  307001.60117 4919504.19971
145	4027888.54106  307001.68463 4919501.00204
146	4027888.62551  307001.33981 4919499.97088
147	4027887.95447  307000.82306 4919500.63848
148	4027888.79565  307001.51057 4919499.63572
149	4027888.17776  307001.88570 4919500.03867
150	4027888.72234  307001.55242 4919500.58999
151	4027888.03223  307001.83060 4919499.47296
152	4027888.84740  307001.52266 4919499.90166
153	4027889.60523  307002.33106 4919500.40880
154	4027892.55410  306999.28948 4919504.11731
155	4027892.33557  306999.83978 4919503.99083
156	4027891.60761  306999.47836 4919501.75108
157	4027891.81539  306999.88516 4919503.75430
158	4027892.59436  307000.35807 4919502.01300
159	4027891.73291  306999.05732 4919502.22809
160	4027892.55691  306999.91610 4919503.33940
161	4027892.15390  307000.01478 4919502.57315
162	4027892.36178  306999.91331 4919503.30140
163	4027892.95268  306999.73864 4919503.59419
164	4027892.74093  306998.91393 4919503.79487
165	4027892.77428  306999.31804 4919503.16271
166	4027891.88510  306999.31767 4919501.20794
167	4027892.56213  306999.94100 4919502.29843
168	4027892.77899  307000.43312 4919502.67992
169	4027892.77939  307000.58928 4919502.01794
170	4027893.04805  307000.20600 4919502.44116
171	4027893.01142  306999.91888 4919503.72636
172	4027892.65562  306999.45697 4919502.73671
173	4027892.72012  307000.05763 4919502.98932
174	4027887.55841  307003.02787 4919496.49422
175	4027888.16601  307003.07191 4919497.01043
176	4027887.51505  307003.35473 4919496.25357
177	4027887.64969  307002.84606 4919496.03345
178	4027887.12774  307002.95726 4919498.36430
179	4027887.16767  307002.83943 4919496.26889
180	4027890.74004  307004.87899 4919501.22480
181	4027890.00526  307005.72664 4919498.71241
182	4027890.31880  307006.25912 4919499.22536
183	4027890.94152  307005.05480 4919500.75874
184	4027890.40711  307007.42729 4919497.38400
185	4027888.82514  307004.18433 4919500.70358
186	4027889.38028  307004.98408 4919499.29878
187	4027888.07146  307005.86295 4919499.48376
188	4027889.64921  307006.21066 4919498.34746
189	4027889.60001  307004.55767 4919500.47915
190	4027889.03730  307005.11645 4919496.96869
191	4027888.90785  307005.20056 4919499.25943
192	4027890.39584  307005.25576 4919500.98331
193	4027892.53850  307003.26975 4919503.90262
194	4027892.07134  307003.08479 4919505.44686
195	4027893.14751  307003.08583 4919503.98928
196	4027892.04886  307003.66188 4919503.48426
197	4027891.43199  307003.39193 4919502.24112
198	4027892.05353  307002.81938 4919509.50113
199	4027890.36103  307002.31682 4919509.42852
200	4027890.96177  307002.38500 4919508.67634
201	4027890.87213  307002.48666 4919510.80237
202	4027890.38418  307002.02990 4919508.01755
203	4027891.08338  307002.01857 4919509.98065
204	4027890.86099  307003.41145 4919508.08748
205	4027892.08395  307003.09351 4919509.09799
206	4027886.23120  306997.99976 4919506.23522
207	4027885.53412  306998.77675 4919504.07226
208	4027886.43507  306999.24452 4919505.42487
209	4027890.51580  306998.37568 4919506.69022
210	4027889.52284  306996.59769 4919503.00037
211	4027889.12168  306997.33670 4919505.37492
212	4027889.99147  306997.97023 4919505.21342
213	4027890.45693  306997.81434 4919505.53452
214	4027890.66016  306997.99431 4919505.98079
215	4027890.20141  306997.74785 4919504.39537
216	4027889.77177  306997.75292 4919505.84896
217	4027889.87993  306997.25324 4919508.43798
218	4027889.51341  306997.59481 4919505.78318
219	4027890.68479  306997.75371 4919507.23887
220	4027890.63754  306998.35664 4919505.96944
221	4027889.12622  307000.19936 4919495.30629
222	4027888.68334  306999.78768 4919494.35460
223	4027887.80158  306999.44489 4919492.69474
224	4027890.15886  306999.80772 4919494.61141
225	4027888.81651  306999.53429 4919492.79971
226	4027889.09765  306999.75586 4919494.48430
227	4027888.78525  306999.75552 4919494.41811
228	4027889.42582  307000.30204 4919494.38589
229	4027889.95814  306999.25631 4919493.13849
230	4027886.16600  307001.80109 4919492.19747
231	4027887.08976  307001.18507 4919496.36417
232	4027886.16035  307001.63506 4919494.80146
233	4027887.15845  307001.31766 4919495.25922
234	4027885.77820  307001.35759 4919493.08435
235	4027885.89169  307001.28374 4919492.71360
236	4027886.32865  307000.53703 4919491.06269
237	4027886.96997  307000.76108 4919493.01480
238	4027885.42191  307000.53361 4919490.79398
239	4027886.15562  307000.94863 4919493.75428
240	4027887.30466  307001.69024 4919490.70640
241	4027886.27217  307000.87876 4919491.79108
242	4027887.73289  307001.26056 4919493.69632
243	4027886.81007  307001.50012 4919490.12960
244	4027886.14621  307000.96053 4919492.22253
245	4027886.96542  307000.96302 4919490.59988
246	4027887.57253  307001.40267 4919493.22541
247	4027889.01393  307002.14715 4919500.07073
248	4027888.01332  307002.01855 4919498.90104
249	4027887.98625  307001.22770 4919498.06997
250	4027886.72932  307000.60486 4919497.53707
251	4027887.87370  307001.55413 4919499.50758
252	4027887.60125  307002.22494 4919499.34083
253	4027887.76408  307002.11433 4919501.54942
254	4027887.27366  307001.41537 4919499.00797
255	4027887.23918  307001.50686 4919498.31350
256	4027888.32331  307000.95231 4919498.19844
257	4027887.65788  307001.62755 4919499.39325
258	4027888.09127  307001.66267 4919498.18321
259	4027887.88257  307001.83835 4919498.78683
260	4027887.38442  307000.93087 4919497.47644
261	4027888.23332  307001.76724 4919498.51251
262	4027887.75042  307001.87294 4919499.68139
263	4027889.39785  307001.81298 4919499.59877
264	4027888.68445  307002.13408 4919498.18378
265	4027887.76362  307002.52524 4919497.61654
266	4027887.89038  307001.32983 4919496.94886
267	4027887.66916  307001.61865 4919499.62901
268	4027888.14987  307001.34876 4919489.73193
269	4027886.29535  307001.94329 4919486.78544
270	4027887.93284  307002.15752 4919488.42908
271	4027887.66986  307001.85538 4919488.91919
272	4027889.53487  307001.65599 4919499.70824
273	4027889.61050  307001.37499 4919500.12022
274	4027890.33889  307002.37658 4919500.56996
275	4027890.59489  307001.64106 4919501.34319
276	4027890.79478  307002.29345 4919502.04902
277	4027890.15148  307002.28387 4919502.57180
278	4027889.21197  307002.09832 4919500.33864
279	4027889.89025  307006.39293 4919510.58635
280	4027891.32624  307005.31747 4919509.78026
281	4027891.08736  307005.68670 4919509.62523
282	4027891.23269  307005.94125 4919509.27427
283	4027891.37924  307005.28777 4919509.31248
284	4027890.83772  307006.17744 4919512.06977
285	4027890.58736  307005.71334 4919509.38323
286	4027891.50231  307005.54165 4919509.79218
287	4027889.40698  307005.38168 4919508.42420
288	4027891.92613  307006.43365 4919510.56012
289	4027891.42089  307006.36372 4919510.45049
290	4027891.39700  307005.78369 4919509.98817
291	4027890.94221  307005.90241 4919511.03371
292	4027890.91717  307005.66703 4919509.39511
293	4027890.44790  307006.33007 4919512.07380
294	4027891.32942  307006.22478 4919510.01737
295	4027891.00126  307008.05648 4919509.38832
296	4027890.71074  307007.10726 4919507.14272
297	4027888.21346  307004.88530 4919500.55487
298	4027889.85574  307004.42302 4919500.46908
299	4027889.43946  307004.35347 4919501.12137
300	4027889.59567  307005.67529 4919502.38385
301	4027890.15891  307005.51610 4919501.89588
302	4027889.85248  307005.29213 4919502.19241
303	4027889.61472  307005.58288 4919501.66913
304	4027888.47390  307005.58919 4919502.06444
305	4027890.35346  307005.49216 4919501.82584
306	4027890.63613  307005.15383 4919501.79987
307	4027889.33487  307005.54430 4919501.31418
308	4027889.66701  307005.31296 4919501.82203
309	4027888.47283  307005.45167 4919502.21414
310	4027889.28833  307005.10229 4919501.05241
311	4027888.66071  307005.39444 4919502.58668
312	4027890.05517  307005.65211 4919503.61403
313	4027891.10093  307005.35687 4919503.22041
314	4027890.75103  307006.03000 4919505.03902
315	4027890.77032  307005.57674 4919502.39896
316	4027889.81129  307005.97859 4919503.47866
317	4027890.10010  307005.89543 4919503.99799
318	4027891.10761  307005.14045 4919501.79003
319	4027890.78602  307005.81267 4919503.22761
320	4027889.99970  307005.79085 4919501.26026
321	4027888.75982  307004.60286 4919499.91065
322	4027888.89383  307005.15189 4919502.39079
323	4027898.19409  307005.35247 4919505.59362
324	4027897.15481  307006.01896 4919504.66532
325	4027896.33438  307005.94154 4919505.14303
326	4027895.09498  307006.19074 4919504.50028
327	4027896.82667  307005.93774 4919506.33139
328	4027896.38778  307005.71741 4919504.28084
329	4027896.78141  307006.65560 4919506.29418
330	4027896.48897  307006.49662 4919505.05099
331	4027896.29797  307006.11876 4919505.61519
332	4027895.61012  307006.16372 4919504.13278
333	4027895.70485  307006.12735 4919505.05191
334	4027896.05123  307006.72184 4919505.45916
335	4027892.47713  307003.95206 4919501.56559
336	4027891.22563  307003.78397 4919501.48331
337	4027892.42085  307004.24884 4919502.29045
338	4027892.37169  307004.06478 4919501.51005
339	4027891.61430  307003.81671 4919502.46191
340	4027892.68062  307004.64070 4919502.77574
341	4027890.97714  307004.03415 4919501.51463
342	4027886.14804  307004.81952 4919499.86371
343	4027885.38882  307005.41500 4919501.97046
344	4027887.09715  307005.65022 4919501.24746
345	4027887.47359  307005.12993 4919500.77527
346	4027887.60169  307005.51710 4919502.11193
347	4027888.38566  307005.92788 4919500.68530
348	4027887.78096  307005.46047 4919501.66469
349	4027887.72404  307004.69275 4919501.17150
350	4027885.63743  307004.40384 4919500.04819
351	4027885.62447  307004.90954 4919500.76108
352	4027886.58241  307004.74448 4919499.74288
353	4027885.94764  307004.65693 4919499.53298
354	4027878.40851  307002.72894 4919495.54034
355	4027880.57904  307002.92136 4919497.36476
356	4027878.89676  307002.44585 4919496.54397
357	4027880.04757  307002.37282 4919496.70466
358	4027880.43495  307002.85956 4919495.98823
359	4027880.10616  307002.86375 4919496.41322
360	4027879.98754  307003.04740 4919496.16849
361	4027879.88436  307003.49889 4919496.87989
362	4027880.03720  307003.38103 4919495.92500
363	4027880.41151  307003.31446 4919496.69115
364	4027878.78129  307002.38715 4919496.18431
365	4027878.86718  307002.94852 4919495.68356
366	4027880.31015  307003.17868 4919496.68554
367	4027879.91212  307003.05050 4919496.76873
368	4027878.80864  307002.98661 4919495.62058
369	4027880.10561  307002.50912 4919495.75788
370	4027880.02151  307002.71895 4919497.07335
371	4027879.18515  307002.26669 4919495.42641
372	4027880.01031  307002.96196 4919496.57930
373	4027879.56905  307002.44375 4919495.98883
374	4027880.54876  307002.86127 4919496.45690
375	4027878.94253  307002.19894 4919496.27153
376	4027880.76780  307002.83027 4919496.24490
377	4027878.80928  307003.00292 4919496.33604
378	4027880.58078  307003.05923 4919496.95246
379	4027878.93360  307002.35004 4919496.41068
380	4027879.69674  307003.01557 4919496.57295
381	4027879.59321  307002.68967 4919496.57099
382	4027878.42971  307003.19200 4919495.72739
383	4027879.47169  307002.63670 4919496.29666
384	4027879.47163  307002.81893 4919495.62889
385	4027879.29664  307003.32509 4919496.26726
386	4027878.71954  307002.56452 4919496.15898
387	4027879.83274  307003.00682 4919496.44831
388	4027877.65449  307002.28163 4919496.44792
389	4027879.92210  307002.65828 4919497.65738
390	4027879.77324  307002.35416 4919496.53839
391	4027879.45683  307002.74907 4919497.06749
392	4027881.32629  307003.58835 4919498.00401
393	4027880.59635  307002.86852 4919496.80055
394	4027881.28570  307003.12123 4919496.74511
395	4027879.26271  307003.00216 4919497.54586
396	4027878.87845  307002.94264 4919496.18781
397	4027878.91236  307002.94513 4919497.59801
398	4027879.77706  307003.36626 4919496.79979
399	4027880.74383  307003.38164 4919497.03418
400	4027878.56848  307002.78490 4919496.61005
401	4027879.85735  307002.26095 4919497.13131
402	4027880.67151  307002.17162 4919497.75621
403	4027879.15259  307002.80961 4919496.21866
404	4027879.62756  307002.91597 4919497.87507
405	4027879.71230  307002.99856 4919497.03376
406	4027878.82978  307003.02425 4919497.07516
407	4027880.82574  307002.83982 4919498.72113
408	4027879.91941  307002.99587 4919497.68747
409	4027879.10558  307003.02403 4919498.06088
410	4027880.34442  307002.82925 4919498.06981
411	4027879.72913  307002.78687 4919496.53141
412	4027880.23963  307002.62140 4919498.92572
413	4027878.81935  307002.71820 4919497.99471
414	4027879.25866  307003.02152 4919497.38564
415	4027879.66919  307002.65053 4919497.93492
416	4027879.97068  307002.77042 4919498.73181
417	4027879.29339  307002.96286 4919497.56223
418	4027880.38403  307002.75022 4919499.85990
419	4027879.30819  307003.18257 4919497.69072
420	4027878.97623  307002.51956 4919498.11218
421	4027878.71448  307002.38166 4919498.20354
422	4027879.69334  307002.80266 4919499.09001
423	4027880.30692  307003.22182 4919497.51674
424	4027880.25625  307003.26043 4919498.62673
425	4027880.44792  307002.85472 4919497.92339
426	4027880.04135  307002.80246 4919498.13363
427	4027880.99732  307002.69991 4919500.24781
428	4027879.76472  307003.30019 4919497.25453
429	4027880.66376  307002.44374 4919500.17911
430	4027880.42821  307003.08410 4919498.71699
431	4027881.12107  307002.98143 4919499.23213
432	4027880.78062  307002.86396 4919499.53274
433	4027880.54059  307003.49909 4919497.58433
434	4027881.34614  307002.41530 4919502.04645
435	4027880.79025  307003.46836 4919498.26699
436	4027880.18425  307002.75594 4919498.03188
437	4027880.16466  307002.49932 4919499.88420
438	4027881.06496  307003.00285 4919499.00672
439	4027881.80681  307002.56369 4919500.43959
440	4027881.66335  307002.41038 4919499.82086
441	4027879.42347  307002.64746 4919499.62722
442	4027880.95600  307002.59128 4919502.35556
443	4027880.67439  307002.70316 4919500.93895
444	4027881.79972  307002.87157 4919502.29432
445	4027882.18512  307003.02378 4919500.58965
446	4027879.93147  307002.85017 4919500.54746
447	4027879.65740  307002.37290 4919500.49329
448	4027881.34393  307002.44143 4919505.50246
449	4027882.00836  307002.05417 4919507.61017
450	4027881.87112  307001.74623 4919508.83719
451	4027882.02243  307001.66988 4919508.61052
452	4027881.76565  307001.60621 4919508.40218
453	4027881.86508  307002.05134 4919507.53379
454	4027883.19640  307001.98557 4919509.28434
455	4027882.97667  307001.65342 4919509.35151
456	4027884.78828  307002.35378 4919509.97232
457	4027882.34080  307002.07938 4919507.08714
458	4027882.71034  307001.71578 4919509.08365
459	4027881.32981  307001.90862 4919508.57221
460	4027882.57870  307001.91690 4919507.99375
461	4027882.52566  307001.02426 4919508.28364
462	4027882.77122  307001.61912 4919507.94992
463	4027882.22178  307002.12454 4919508.19493
464	4027881.80827  307001.71751 4919508.52458
465	4027882.85056  307001.93315 4919508.15088
466	4027882.31974  307001.88485 4919507.06116
467	4027883.57665  307001.56735 4919511.43890
468	4027882.59224  307001.26130 4919509.25274
469	4027883.11479  307001.17365 4919510.49629
470	4027884.55962  307001.86854 4919512.41926
471	4027883.95056  307001.54819 4919509.97773
472	4027881.84155  307001.60462 4919509.79215
473	4027884.11453  307001.75369 4919513.26662
474	4027882.43228  307001.50364 4919509.85690
475	4027883.19474  307001.68239 4919510.83574
476	4027882.38129  307001.72269 4919509.66196
477	4027883.15511  307001.19365 4919509.59588
478	4027882.27480  307001.13504 4919509.92150
479	4027881.30996  307001.19372 4919512.30384
480	4027883.72215  307001.20497 4919511.10262
481	4027883.38064  307000.89983 4919512.12691
482	4027882.37820  307001.40954 4919511.63152
483	4027889.12290  307002.34352 4919513.15154
484	4027888.95443  307001.32815 4919511.37377
485	4027890.35484  307002.08866 4919513.95114
486	4027889.42757  307002.05584 4919513.02098
487	4027889.87603  307002.26075 4919512.89208
488	4027889.84354  307001.78042 4919512.92924
489	4027890.34794  307002.24025 4919512.43701
490	4027889.60562  307002.15171 4919512.28286
491	4027891.70603  307002.91929 4919514.41034
492	4027889.70582  307002.19226 4919512.41912
493	4027889.81331  307001.91659 4919512.12488
494	4027890.36812  307002.31475 4919511.47587
495	4027890.05220  307002.87093 4919511.93103
496	4027892.01218  307002.43902 4919512.98747
497	4027890.34433  307002.55913 4919512.24551
498	3378980.42489   97362.57750 3227895.84015
499	3357705.08304   93169.13489 3224984.81007
500	3336100.23555   88766.84132 3222466.45576
501	3314162.75402   84153.32011 3220333.76122
502	3291894.48682   79330.39257 3218583.17548
503	3269292.66675   74295.19741 3217197.95125
504	3246359.92416   69047.47782 3216173.50723
505	3223098.57005   63587.98294 3215503.27912
506	3199512.90071   57915.81259 3215179.59415
507	3175603.95379   52030.99081 3215188.84203
508	3151377.11133   45935.16367 3215527.17817
509	4027880.50165  307000.99175 4919507.47906
510	4027881.07429  307001.43301 4919508.40391
511	4027880.17852  307000.56369 4919507.65535
512	4027880.87546  307000.27105 4919507.48539
513	4027880.44613  307000.90201 4919507.87472
514	4027879.54992  307001.03702 4919506.97890
515	4027879.94304  307000.94611 4919506.75364
516	4027879.81611  307000.92086 4919508.24928
517	4027879.68610  307000.69115 4919507.70799
518	4027883.96132  307002.48741 4919509.58129
519	4027883.24686  307002.86693 4919507.39831
520	4027882.79888  307002.22838 4919507.88103
521	4027885.06198  307002.32650 4919508.60213
522	4027884.84349  307003.80840 4919508.17434
523	4027885.09171  307003.40831 4919507.38349
524	4027884.75117  307003.21774 4919508.00512
525	4027884.91327  307003.28348 4919506.35817
526	4027885.24958  307003.08445 4919507.26776
527	4027885.19184  307004.21961 4919508.43838
528	4027883.92712  307003.20171 4919505.71203
529	4027885.32263  307003.01198 4919506.39567
530	4027884.93094  307002.87483 4919506.92960
531	4027884.55293  307003.25522 4919506.75011
532	4027885.38974  307003.37685 4919507.14217
533	4027886.27288  307003.50314 4919509.26516
534	4027884.66640  307003.10195 4919505.61260
535	4027886.71912  307003.98900 4919507.53462
536	4027884.56134  307003.15926 4919505.84742
537	4027884.12087  307002.36522 4919506.10864
538	4027878.51889  306999.88846 4919508.17844
539	4027878.01137  307000.05109 4919504.89326
540	4027880.39470  307000.38611 4919504.60923
541	4027878.97866  306999.66725 4919514.79292
542	4027878.85329  307000.43243 4919511.75421
543	4027878.49349  306999.73317 4919514.46094
544	4027880.48243  307000.42357 4919513.69286
545	4027878.52939  306999.87206 4919513.18438
546	4027879.53718  307000.15661 4919513.02475
547	4027879.34200  307000.35521 4919512.48905
548	4027878.57759  306999.38075 4919512.90796
549	4027879.87740  307000.74188 4919512.27475
550	4027880.39696  307000.58121 4919513.68846
551	4027880.48668  307000.31344 4919513.79436
552	4027879.41435  307000.20364 4919510.63669
553	4027879.68176  307000.29125 4919512.63267
554	4027880.67677  307001.07581 4919512.05714
555	4027880.50461  307000.65225 4919509.39582
556	4027881.52047  307001.35609 4919509.22461
557	4027880.53380  307002.24308 4919510.88158
558	4027881.22011  307001.72597 4919511.46834
559	4027881.04921  307001.25162 4919511.40962
560	4027880.56360  307000.94611 4919511.46233
561	4027880.70968  307001.09546 4919509.97804
562	4027879.39265  307000.26804 4919508.31002
563	4027880.58863  307000.92181 4919508.65930
564	4027879.98974  307000.16848 4919510.56842
565	4027881.15945  307001.03363 4919509.29674
566	4027882.70541  307000.88623 4919511.08147
567	4027881.32986  307000.43130 4919508.40851
568	4027881.37871  307001.42427 4919510.66240
569	4027880.73580  307000.41758 4919508.51701
570	4027881.97841  307000.69523 4919510.03491
571	4027881.30566  307000.65722 4919508.87580
572	4027882.86684  307001.17566 4919503.69064
573	4027883.31430  307001.88424 4919503.27059
574	4027882.70159  307002.13683 4919504.42554
575	4027883.14580  307001.37869 4919503.84792
576	4027883.05313  307001.47894 4919504.47508
577	4027883.77963  307002.24621 4919504.95116
578	4027882.22806  307001.74088 4919502.89128
579	4027884.53546  307002.74899 4919504.61872
580	4027889.93577  307001.05322 4919507.23829
581	4027889.54012  307001.59542 4919510.42688
582	4027890.08089  307000.94340 4919506.70564
583	4027889.21221  306999.95189 4919508.08344
584	4027889.54712  307000.34930 4919507.33541
585	4027889.66831  307000.66063 4919507.92021
586	4027888.28415  307000.67108 4919509.24772
587	4027890.24692  307000.89645 4919507.70111
588	4027889.16208  307000.21370 4919510.10326
589	4027890.93061  307000.47078 4919506.19773
590	4027889.16774  307000.52433 4919509.95314
591	4027889.64919  307000.69570 4919509.22898
592	4027888.43910  306999.43854 4919509.25167
593	4027889.07991  307000.35361 4919508.12439
594	4027888.49935  307000.62166 4919507.12184
595	4027889.16331  306999.66175 4919507.78270
596	4027889.06004  307000.95112 4919507.91585
597	4027889.52156  307001.07557 4919506.30480
598	4027889.59823  307000.65391 4919506.85034
599	4027889.39180  307001.05686 4919508.68916
600	4027890.17421  307000.71353 4919507.82524
601	4027889.54641  307000.06788 4919507.98587
602	4027889.14070  307000.69442 4919509.34892
603	4027890.79273  307001.33635 4919507.75256
604	4027888.94621  306999.88337 4919508.01064
605	4027890.26752  307001.10622 4919507.73138
606	4027889.58560  307001.09580 4919508.02161
607	4027890.81866  307001.16888 4919507.85812
608	4027890.35459  306998.85817 4919510.58596
609	4027890.98225  306998.70325 4919510.85204
610	4027891.67219  306998.16474 4919511.07507
611	4027890.19022  306997.92090 4919512.12139
612	4027893.20179  306999.87056 4919510.28913
613	4027892.58173  306999.18845 4919511.74039
614	4027892.92887  307000.41098 4919511.02746
615	4027891.84859  306999.55123 4919511.67313
616	4027891.71711  306999.99658 4919512.96777
617	4027893.12398  307000.41829 4919512.42839
618	4027892.46712  307000.14784 4919511.38835
619	4027893.57901  306999.46328 4919511.93045
620	4027892.84727  307002.08132 4919515.29076
621	4027893.56354  307002.86577 4919516.39405
622	4027893.34656  307002.61249 4919515.88438
623	4027893.78527  307002.28257 4919516.87531
624	4027893.85640  307002.03332 4919515.51950
625	4027894.05960  307002.49472 4919516.14772
626	4027894.47383  307002.62335 4919516.76355
627	4027892.51573  307001.98277 4919517.32423
628	4027893.65281  307001.27517 4919517.87561
629	4027894.62516  307001.64457 4919518.37370
630	4027892.69105  307003.49940 4919516.12684
631	4027891.76661  307003.09412 4919515.31811
632	4027891.30727  307003.96375 4919516.08371
633	4027892.32145  307003.94743 4919517.01617
634	4027891.95725  307003.34287 4919515.85127
635	4027892.17819  307003.86369 4919516.00243
636	4027892.54813  307003.48247 4919515.19562
